ADEP,ADES,ICAO Route,Synthesized Route,Hausdorff Distance
HKG,SIN,PECAN V12 EPDOS L642 EPKAL/N0452F350 L642 EGEMU/N0453F360 L642 ESPOB DCT ELALO KANLA KILOT PIBAP PAS2 ELALO1B,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1739.0407242404876
HKG,SIN,PECAN V12 EPDOS L642 ESPOB/N0466F340 DCT ELALO KANLA KILOT PIBAP PAS2 ELALO1B,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1739.0407242404876
HKG,SIN,PECAN V12 EPDOS/N0466F350 L642 ESPOB DCT ELALO KANLA KILOT PIBAP PAS2 ELALO1A,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1739.0407242404876
HKG,SIN,PECAN V12 EPDOS L642 EXOTO/N0464F360 L642 ESPOB DCT ELALO KANLA KILOT PIBAP PAS2 ELALO1B,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1739.0407242404876
HKG,SIN,PECAN V12 EPDOS L642 EXOTO/N0466F350 L642 ESPOB/N0466F340 DCT ELALO,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1739.0407242404876
HKG,SUB,OCEAN V5 SABNO A583 AKOTA M754 VINIK/N0475F380 M522 ELANG DCT BDM/N0476F360 W31 IKAPI W31W RITBO RITBO1C,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1752.3080429395932
HKG,SUB,OCEAN V5 SABNO A583 AKOTA M754 TENON/N0468F400 M754 VINIK M522 ELANG DCT BDM W31 IKAPI W31W RITBO RITBO1C,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1752.3080429395932
HKG,SUB,OCEAN V5 SABNO A583 AKOTA M754 VINIK/N0475F380 M522 ENBAX/N0468F400 M522 ELANG DCT BDM W31 IKAPI W31W RITBO RITBO1C,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1752.3080429395932
HKG,SUB,OCEAN V5 SABNO A583 AKOTA M754 VINIK/N0475F380 M522 VJN/N0467F400 M522 ELANG DCT BDM W31 IKAPI W31W RITBO RITBO1C,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1752.3080429395932
HKG,SUB,OCEAN V5 SABNO A583 AKOTA M754 VINIK/N0474F380 M522 VJN/N0467F400 M522 ELANG DCT BDM W31 IKAPI W31W RITBO RITBO1C,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1752.3080429395932
HKG,SUB,OCEAN V5 SABNO A583 AKOTA M754 VINIK/N0467F400 M522 NUGRO/N0474F380 M522 ELANG DCT BDM W31 IKAPI W31W RITBO RITBO1C,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1752.3080429395932
HKG,SUB,OCEAN V5 SABNO A583 AKOTA M754 GUKUM/M081F410 M754 VINIK/N0468F400 M522 ELANG DCT BDM W31 IKAPI W31W RITBO RITBO1C,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1752.3080429395932
HKG,SUB,OCEAN V5 SABNO A583 AKOTA M754 VINIK/N0468F400 M522 ELANG DCT BDM W31 IKAPI W31W RITBO RITBO1C,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1752.3080429395932
HKG,SUB,OCEAN V5 SABNO A583 AKOTA M754 VINIK/N0467F400 M522 ELANG DCT BDM W31 IKAPI W31W RITBO RITBO1C,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1752.3080429395932
HKG,SUB,OCEAN V5 SABNO A583 AKOTA M754 VINIK/N0469F400 M522 ELANG DCT BDM W31 IKAPI W31W RITBO RITBO1C,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1752.3080429395932
HKT,SIN,REBED1B REBED B579 VPL Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT 0123N10313E 0111N10322E AGROT 0107N10405E DOVAN BIPOP,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1890.759759130332
HKT,SIN,REBED1B REBED B579 VPL Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT LELIB LELIB3B,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1451.8579304300931
HKT,SIN,REBED1B REBED B579 VPL Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT TEBUN 0107N10321E VEXEL ABVIP AGROT BITAM DOVAN BIPOP,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1890.759759130332
HKT,SIN,REBED1B REBED B579 VPL Y503 RINBA Y507 MAKNA Y511 TOPOR 0129N10255E VAMPO TEBUN1A,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1487.3780590353922
HKT,SIN,REBED1B REBED B579 VPL Y503 RINBA Y507 KAKAK VBA 0249N10156E RUSBU TOPOR 0127N10255E VAMPO TEBUN1A,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1487.3780590353922
HKT,SIN,REBED1B REBED B579 VPL Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT TEBUN VAMPO TEBUN1B,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1471.8522697566495
HKT,SIN,REBED1B REBED B579 VPL Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT TEBUN 0113N10318E VEXEL ABVIP AGROT BITAM DOVAN BIPOP,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1890.759759130332
HKT,SIN,REBED1B REBED B579 VPL Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT TEBUN VAMPO IBASU VEXEL 0059N10345E BITAM 0112N10409E BIPOP,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1890.759759130332
HKT,SIN,REBED1B REBED 0118N10243E VAMPO IBASU VEXEL ABVIP AGROT 0111N10357E DOVAN BIPOP,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1890.759759130332
HKT,SIN,REBED1B REBED B579 VPL Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT TEBUN VAMPO TEBUN1A,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1471.8522697566495
HKT,SIN,REBED1B REBED B579 VPL Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT TEBUN VAMPO IBASU VEXEL ABVIP AGROT 0101N10359E BIPOP,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1890.759759130332
HKT,SIN,REBED1B REBED B579 VPL Y503 RINBA/N0457F370 Y507 MAKNA Y511 TOPOR A464 ARAMA DCT 0122N10314E 0108N10334E AGROT BITAM DOVAN BIPOP,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1890.759759130332
HKT,SIN,REBED1A REBED B579 VPL Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT VEXEL ABVIP AGROT BITAM DOVAN BIPOP,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1890.759759130332
HKT,SIN,REBED1B REBED B579 VPL Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT TEBUN 0108N10308E ABVIP 0052N10352E BITAM DOVAN BIPOP,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1890.759759130332
HKT,SIN,REBED1B REBED B579 VPL Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT TEBUN,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1471.8522697566495
HKT,SIN,REBED1B REBED B579 VPL Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT TEBUN 0114N10323E 0108N10332E BITAM DOVAN BIPOP,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1890.759759130332
HKT,SIN,REBED1B REBED B579 VPL Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT TEBUN VAMPO,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1471.8522697566495
HKT,SIN,REBED1A REBED B579 VPL Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT LELIB LELIB3B,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1451.8579304300931
HKT,SIN,REBED1A REBED B579 VPL Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT TEBUN VAMPO IBASU 0106N10336E BITAM DOVAN BIPOP,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1890.759759130332
HKT,SIN,REBED1A REBED B579 VPL Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT TEBUN VAMPO TEBUN1B,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1471.8522697566495
HKT,SIN,REBED1B REBED B579 VPL/N0460F370 Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT TEBUN TEBUN1B,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1471.8522697566495
HKT,SIN,REBED1B REBED B579 VPL/N0459F370 Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT LELIB LELIB3B,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1451.8579304300931
HKT,SIN,REBED1B REBED B579 VPL/N0455F390 Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT LELIB LELIB3B,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1451.8579304300931
HKT,SIN,REBED1B REBED B579 VPL/N0456F390 Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT TEBUN VAMPO TEBUN1A,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1471.8522697566495
HKT,SIN,REBED1A REBED B579 VPL/N0455F390 Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT 0111N10301E 0057N10314E VEXEL SAMKO,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1416.8391490479419
HKT,SIN,REBED1A REBED B579 VPL Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT TEBUN VAMPO 0106N10333E VEXEL ABVIP AGROT BITAM DOVAN BIPOP,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1890.759759130332
HKT,SIN,REBED1B REBED B579 VPL Y503 RINBA Y507 MAKNA RUSBU 0142N10241E TEBUN TEBUN1B,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1787.9623826938196
HKT,SIN,REBED1A REBED B579 VPL Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT TEBUN 0108N10330E ABVIP AGROT BITAM DOVAN BIPOP,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1890.759759130332
HKT,SIN,REBED1A REBED B579 VPL Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT TEBUN VAMPO IBASU VEXEL 0057N10350E 0101N10407E 0111N10412E BIPOP,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1890.759759130332
HKT,SIN,REBED1A REBED B579 VPL/N0459F370 Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT 0132N10308E VEXEL ABVIP AGROT BITAM DOVAN BIPOP,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1890.759759130332
HKT,SIN,REBED1A REBED B579 VPL Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT TEBUN VAMPO IBASU VEXEL 0100N10350E DOVAN BIPOP,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1890.759759130332
HKT,SIN,REBED1B REBED B579 VPL/N0456F370 Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT TEBUN TEBUN1B,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1471.8522697566495
HKT,SIN,REBED1B REBED B579 VPL/N0452F390 Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT 0118N10317E IBASU VEXEL ABVIP AGROT BITAM DOVAN BIPOP,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1890.759759130332
HKT,SIN,REBED1B REBED B579 VPL/N0452F390 Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT TEBUN 0051N10319E BITAM DOVAN BIPOP,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1890.759759130332
HKT,SIN,REBED1A REBED B579 VPL/N0452F390 Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT 0105N10258E VAMPO TEBUN1B,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1471.8522697566495
HKT,SIN,REBED1A REBED B579 VPL Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT TEBUN TEBUN1B,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1471.8522697566495
HKT,SIN,REBED1A REBED B579 VPL/N0455F370 Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT TEBUN 0116N10323E VEXEL ABVIP AGROT BITAM DOVAN BIPOP,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1890.759759130332
HKT,SIN,REBED1B REBED B579 VPL Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT TEBUN TEBUN1B,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1471.8522697566495
HKT,SIN,REBED1B REBED B579 VPL/N0456F370 Y503 RINBA Y507 KAKAK VBA 0227N10218E ARAMA DCT TEBUN VAMPO IBASU VEXEL ABVIP AGROT 0101N10409E DOVAN BIPOP,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1890.759759130332
HKT,SIN,REBED1A REBED B579 VPL Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT TEBUN VAMPO IBASU VEXEL 0053N10348E BITAM DOVAN BIPOP,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1890.759759130332
HKT,SIN,REBED1B REBED B579 VPL Y503 RINBA ANBIK 0224N10226E TOPOR A464 ARAMA DCT TEBUN TEBUN1B,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1471.8522697566495
HKT,SIN,REBED1B REBED B579 VPL/N0457F370 Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT 0109N10301E VEXEL ABVIP AGROT BITAM DOVAN BIPOP,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1890.759759130332
HKT,SIN,REBED1B REBED B579 VPL Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT 0114N10313E IBASU VEXEL ABVIP AGROT BITAM DOVAN BIPOP,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1890.759759130332
HKT,SIN,REBED1B REBED B579 VPL Y503 RINBA Y507 MAKNA Y511 TOPOR 0123N10255E 0121N10300E 0106N10330E AGROT BITAM DOVAN BIPOP,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1890.759759130332
HKT,SIN,REBED1B REBED B579 VPL/N0453F390 Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT TEBUN VAMPO IBASU VEXEL ABVIP AGROT 0101N10359E DOVAN BIPOP,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1890.759759130332
HKT,SIN,REBED1B REBED B579 VPL Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT TEBUN VAMPO IBASU VEXEL 0049N10402E DOVAN BIPOP,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1890.759759130332
HKT,SIN,REBED1A REBED B579 VPL Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT TEBUN VAMPO IBASU VEXEL ABVIP AGROT BITAM 0114N10418E BIPOP,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1890.759759130332
HKT,SIN,REBED1B REBED B579 VPL/N0453F390 Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT TEBUN VAMPO TEBUN1A,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1471.8522697566495
HKT,SIN,REBED1B REBED B579 VPL/N0452F390 Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT TEBUN TEBUN1B,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1471.8522697566495
HKT,SIN,REBED1B REBED B579 VPL/N0453F390 Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT TEBUN 0110N10319E 0109N10319E 0103N10334E 0105N10351E DOVAN BIPOP,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1890.759759130332
HKT,SIN,REBED1B REBED B579 VPL/N0446F410 Y503 RINBA Y507 KAKAK VBA 0220N10301E ARAMA DCT 0128N10311E 0113N10327E SAMKO,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1416.8391490479419
HKT,SIN,REBED1B REBED B579 DALAN/N0446F410 B579 VPL Y503 RINBA Y507 KAKAK VBA 0059N10255E VAMPO TEBUN1B,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1608.0125978888748
HKT,SIN,REBED1B REBED B579 VPL/N0453F390 Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT TEBUN TEBUN1B,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1471.8522697566495
HKT,SIN,REBED1B REBED B579 VPL/N0455F370 Y503 RINBA/N0451F390 Y507 MAKNA Y511 TOPOR A464 ARAMA DCT 0124N10312E 0114N10324E AGROT BITAM DOVAN BIPOP,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1890.759759130332
HKT,SIN,REBED1A REBED B579 VPL/N0456F370 Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT TEBUN TEBUN1B,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1471.8522697566495
HKT,SIN,REBED1B REBED B579 VPL Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT 0128N10311E VEXEL ABVIP AGROT BITAM DOVAN BIPOP,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1890.759759130332
HKT,SIN,REBED1B REBED B579 VPL/N0453F390 Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT TEBUN 0113N10317E 0104N10327E VEXEL ABVIP AGROT BITAM DOVAN BIPOP,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1890.759759130332
HKT,SIN,REBED1B REBED B579 VPL/N0456F390 Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT TEBUN TEBUN1B,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1471.8522697566495
HKT,SIN,REBED1B REBED B579 DALAN/N0457F390 B579 VPL Y503 RINBA ANBIK 0200N10300E 0159N10301E ARAMA DCT TEBUN 0109N10325E 0102N10344E DOVAN BIPOP,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1890.759759130332
HKT,SIN,REBED1B REBED B579 VPL Y503 RINBA DCT 0324N10341E PIBAP PAS1 NUFFA2B,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1787.9623826938196
HKT,SIN,REBED1A REBED B579 VPL Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT 0146N10323E GUMPU ALFA BIDUS,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1431.175732542846
HKT,SIN,REBED1A REBED B579 VPL Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT TEBUN 0114N10316E VEXEL ABVIP AGROT BITAM DOVAN BIPOP,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1890.759759130332
HKT,SIN,REBED1B REBED B579 VPL/N0459F370 Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT TEBUN 0106N10323E VEXEL ABVIP AGROT BITAM DOVAN BIPOP,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1890.759759130332
HKT,SIN,REBED1B REBED B579 VPL Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT 0123N10313E VEXEL ABVIP AGROT BITAM DOVAN BIPOP,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1890.759759130332
HKT,SIN,REBED1B REBED B579 VPL Y503 RINBA ANBIK 0324N10218E ARAMA DCT TEBUN VAMPO TEBUN1B,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1471.8522697566495
HKT,SIN,REBED1A REBED B579 VPL Y503 RINBA Y507 MAKNA RUSBU 0152N10258E ARAMA DCT 0116N10316E VEXEL ABVIP AGROT BITAM DOVAN BIPOP,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1890.759759130332
HKT,SIN,REBED1B REBED B579 VPL Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT 0128N10313E 0107N10334E AGROT BITAM DOVAN BIPOP,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1890.759759130332
HKT,SIN,REBED1B REBED B579 VPL Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT TEBUN TEBUN1A,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1471.8522697566495
HKT,SIN,REBED1A REBED B579 VPL Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT 0120N10316E AGROT BITAM DOVAN BIPOP,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1890.759759130332
HKT,SIN,REBED1B REBED B579 VPL Y503 RINBA Y507 MAKNA Y511 TOPOR/N0460F350 A464 ARAMA DCT 0114N10310E VEXEL ABVIP AGROT BITAM DOVAN BIPOP,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1890.759759130332
HKT,SIN,REBED1B REBED B579 VPL/N0453F350 Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT 0121N10314E 0110N10320E AGROT BITAM DOVAN BIPOP,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1890.759759130332
HKT,SIN,REBED1B REBED B579 VPL Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT TEBUN 0101N10327E AGROT BITAM DOVAN BIPOP,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1890.759759130332
HKT,SIN,REBED1A REBED B579 VPL/N0451F350 Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT TEBUN VAMPO IBASU 0054N10343E BITAM DOVAN BIPOP,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1890.759759130332
HKT,SIN,REBED1B REBED B579 VPL/N0452F350 Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT LELIB LELIB3B,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1451.8579304300931
HKT,SIN,REBED1B REBED B579 VPL/N0453F350 Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT TEBUN VAMPO IBASU VEXEL ABVIP AGROT 0054N10402E DOVAN BIPOP,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1890.759759130332
HKT,SIN,REBED1B REBED B579 VPL Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT TEBUN VAMPO IBASU 0058N10336E AGROT BITAM DOVAN BIPOP,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1890.759759130332
HKT,SIN,REBED1B REBED B579 VPL Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT 0124N10250E VAMPO TEBUN1A,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1471.8522697566495
HKT,SIN,REBED1A REBED B579 VPL Y503 RINBA Y507 MAKNA Y511 TOPOR A464 ARAMA DCT 0124N10312E 0103N10329E AGROT BITAM DOVAN BIPOP,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1890.759759130332
HKT,SIN,REBED1B REBED B579 VPL Y503 RINBA Y507 MAKNA 0204N10310E ARAMA DCT 0122N10327E AGROT BITAM DOVAN BIPOP,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1890.759759130332
HND,KUL,OPPAR JYOGA Y566 LAXAS Y56 NADAR Z26 TONAR Y525 ONC Y579 SAKON/M079F320 A582 SARSI/N0479F320 A582 JOM/M085F400 M767 TERIX M758 IDSEL/N0487F400 Y335 PADLI Y343 SAROX,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,2123.1845293561564
HND,KUL,OPPAR JYOGA Y566 LAXAS Y56 NADAR Z26 TONAR Y525 ONC Y579 SAKON/M079F320 A582 SARSI/N0480F320 A582 JOM/M084F400 M767 TERIX M758 IDSEL/N0486F400 Y335 PADLI Y343 SAROX,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,2123.1845293561564
HND,KUL,OPPAR JYOGA Y566 LAXAS Y56 NADAR Z26 TONAR Y525 ONC Y579 AZAMA/N0483F400 Y579 SAKON/M084F400 A582 SARSI/N0484F400 A582 JOM/M084F400 M767 TERIX/M077F340 M758 IDSEL/N0453F340 Y335 PADLI Y343 SAROX,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,2123.1845293561564
HND,KUL,OPPAR JYOGA Y566 LAXAS Y56 NADAR Z26 TONAR Y525 ONC Y579 AZAMA/N0484F400 Y579 SAKON/M084F400 A582 SARSI/N0484F400 A582 JOM/M084F400 M767 TERIX/M077F340 M758 IDSEL/N0455F340 Y335 PADLI Y343 SAROX,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,2123.1845293561564
HND,KUL,OPPAR JYOGA Y566 LAXAS Y56 NADAR Y562 MAYON Y47 BUBDO/M084F400 A590 MUPOB/N0487F400 A590 JOM/M084F400 M767 TERIX/M080F340 M758 IDSEL/N0475F340 Y335 PADLI Y343 SAROX,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,2492.441240330912
HND,KUL,OPPAR JYOGA Y566 LAXAS Y56 NADAR Y562 MAYON Y47 BUBDO/M084F400 A590 MUPOB/N0487F400 A590 JOM/M084F400 M767 TERIX/M081F340 M758 IDSEL/N0479F340 Y335 PADLI Y343 SAROX,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,2492.441240330912
