ADEP,ADES,ICAO Route,Synthesized Route,Hausdorff Distance
KUL,PNH,PIBOS1D PIBOS R208 IGARI/M075F290 M765 BITOD/N0447F270 M755 KISAN M755 PNH,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1577.4367416230589
KUL,SAI,PIBOS1F PIBOS R208 VKR/N0454F370 R208 IKUKO/M077F370 R208 IGARI M765 BITOD/N0453F380 M755 KISAN M755 PNH Y23 MIKKI,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1577.4367416230589
KUL,SAI,PIBOS3C PIBOS R208 IKUKO/M077F370 R208 IGARI M765 BITOD/N0448F380 M755 KISAN M755 PNH Y23 MIKKI,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1577.4367416230589
KUL,SAI,PIBOS3C PIBOS R208 IKUKO/M068F270 R208 IGARI M765 BITOD/N0414F260 M755 KISAN M755 PNH Y23 MIKKI,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1577.4367416230589
KUL,SAI,PIBOS1F PIBOS R208 IKUKO/M070F290 R208 IGARI M765 BITOD/N0431F300 M755 KISAN M755 PNH Y23 MIKKI,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1577.4367416230589
KUL,SAI,PIBOS1F PIBOS R208 VKR/N0448F370 R208 IKUKO/M077F370 R208 IGARI M765 BITOD/N0447F380 M755 KISAN M755 PNH Y23 MIKKI,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1577.4367416230589
KUL,SAI,PIBOS1F PIBOS R208 IKUKO/M070F290 R208 IGARI M765 BITOD/N0436F300 M755 KISAN M755 PNH Y23 MIKKI,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1577.4367416230589
KUL,SBW,KIMAT1B KIMAT Y344 VPK M761 KETOD/M075F330 M761 BOPVA/N0450F350 M761 AGOBA W459 AGPOP DCT ISGOT ISGOT1A,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1082.917327733544
KUL,SBW,KIMAT1B KIMAT Y344 VPK M761 KETOD/M075F330 M761 BOPVA/N0454F350 M761 AGOBA W459 AGPOP DCT ISGOT ISGOT1A,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1082.917327733544
KUL,SBW,KIMAT1B KIMAT Y344 VPK M761 KETOD/M075F330 M761 BOPVA/N0448F330 M761 AGOBA W459 AGPOP DCT ISGOT ISGOT1A,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1082.917327733544
KUL,SBW,KIMAT1D KIMAT Y344 VPK M761 KETOD/M075F330 M761 BOPVA/N0452F350 M761 AGOBA W459 AGPOP DCT ISGOT ISGOT1A,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1082.917327733544
KUL,SBW,KIMAT1B KIMAT Y344 VPK M761 KETOD/M075F330 M761 BOPVA/N0451F350 M761 AGOBA W459 AGPOP DCT ISGOT ISGOT1A,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1082.917327733544
KUL,SBW,KIMAT1B KIMAT Y344 VPK M761 KETOD/M074F330 M761 LIPRO/N0450F350 M761 AGOBA W459 AGPOP DCT ISGOT ISGOT1A,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1082.917327733544
KUL,SBW,KIMAT1B KIMAT Y344 VPK M761 KETOD/M075F330 M761 BOPVA/N0449F350 M761 AGOBA W459 AGPOP DCT ISGOT ISGOT1A,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1082.917327733544
KUL,SBW,KIMAT1B KIMAT Y344 VPK M761 KETOD/M075F330 M761 BOPVA/N0455F350 M761 AGOBA W459 AGPOP DCT ISGOT ISGOT1A,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1082.917327733544
KUL,SBW,KIMAT1D KIMAT Y344 VPK M761 KETOD/M075F330 M761 LIPRO/N0455F350 M761 AGOBA W459 AGPOP DCT ISGOT ISGOT1A,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1082.917327733544
KUL,SBW,KIMAT1B KIMAT Y344 VPK M761 KETOD/M075F330 M761 BOPVA/N0453F350 M761 AGOBA W459 AGPOP DCT ISGOT ISGOT1A,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1082.917327733544
KUL,SBW,KIMAT1B KIMAT Y344 VPK M761 KETOD/M075F330 M761 LIPRO/N0456F350 M761 AGOBA W459 AGPOP DCT ISGOT ISGOT1A,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1082.917327733544
KUL,SBW,KIMAT1B KIMAT Y344 VPK M761 KETOD/M075F330 M761 BOPVA/N0452F350 M761 AGOBA W459 AGPOP DCT ISGOT ISGOT1A,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1082.917327733544
KUL,SBW,KIMAT1B KIMAT Y344 VPK M761 LIPRO/N0452F350 M761 AGOBA W459 AGPOP DCT ISGOT ISGOT1A,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1082.917327733544
KUL,SBW,KIMAT1D KIMAT Y344 VPK M761 BOPVA/N0450F330 M761 AGOBA W459 AGPOP DCT ISGOT ISGOT1A,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1082.917327733544
KUL,SBW,KIMAT1B KIMAT Y344 VPK M761 KETOD/M075F330 M761 BOPVA/N0450F330 M761 AGOBA W459 AGPOP DCT ISGOT ISGOT1A,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1082.917327733544
KUL,SBW,KIMAT1B KIMAT Y344 VPK M761 KETOD/M067F270 M761 BOPVA/N0416F270 M761 AGOBA W459 AGPOP DCT ISGOT ISGOT1A,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1082.917327733544
KUL,SBW,KIMAT1B KIMAT Y344 VPK M761 LIPRO/N0451F350 M761 AGOBA W459 AGPOP DCT ISGOT ISGOT1A,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1082.917327733544
KUL,SBW,KIMAT1C KIMAT Y344 VPK M761 KETOD/M075F290 M761 BOPVA/N0458F290 M761 AGOBA W459 AGPOP DCT ISGOT ISGOT1D,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1082.917327733544
KUL,SBW,KIMAT1B KIMAT Y344 VPK M761 OMBAP/M079F350 M761 AGOBA/N0468F350 W459 AGPOP DCT ISGOT ISGOT1D,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1082.917327733544
KUL,SBW,KIMAT1B KIMAT Y344 VPK/M077F330 M761 OMBAP/M078F350 M761 AGOBA/N0461F350 W459 AGPOP DCT ISGOT ISGOT1D,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1082.917327733544
KUL,SBW,KIMAT1B KIMAT Y344 VPK/M076F330 M761 OMBAP/M077F350 M761 AGOBA/N0458F350 W459 AGPOP DCT ISGOT ISGOT1D,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1082.917327733544
KUL,SBW,KIMAT1D KIMAT Y344 VPK/M076F330 M761 OMBAP/M077F350 M761 AGOBA/N0457F350 W459 AGPOP DCT ISGOT ISGOT1D,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1082.917327733544
KUL,SBW,KIMAT1B KIMAT Y344 VPK/M077F330 M761 OMBAP/M078F350 M761 AGOBA/N0463F350 W459 AGPOP DCT ISGOT ISGOT1D,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1082.917327733544
KUL,SBW,KIMAT1B KIMAT Y344 VPK/M078F330 M761 OMBAP/M078F350 M761 AGOBA/N0463F350 W459 AGPOP DCT ISGOT ISGOT1D,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1082.917327733544
KUL,SBW,KIMAT1D KIMAT Y344 VPK/M077F330 M761 OMBAP/M078F350 M761 AGOBA/N0462F350 W459 AGPOP DCT ISGOT ISGOT1D,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1082.917327733544
KUL,SBW,KIMAT1D KIMAT Y344 VPK M761 KETOD/M079F330 M761 BOPVA/N0473F330 M761 AGOBA W459 AGPOP DCT ISGOT ISGOT1D,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1082.917327733544
KUL,SBW,KIMAT1D KIMAT Y344 VPK M761 KETOD/M079F330 M761 BOPVA/N0471F330 M761 AGOBA W459 AGPOP DCT ISGOT ISGOT1D,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1082.917327733544
KUL,SBW,KIMAT1C KIMAT Y344 VPK M761 KETOD/M075F290 M761 BOPVA/N0462F310 M761 AGOBA W459 AGPOP DCT ISGOT ISGOT1D,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1082.917327733544
KUL,SBW,KIMAT1C KIMAT Y344 VPK M761 KETOD/M075F290 M761 BOPVA/N0453F290 M761 AGOBA W459 AGPOP DCT ISGOT ISGOT1D,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1082.917327733544
KUL,SBW,KIMAT1C KIMAT Y344 VPK M761 KETOD/M075F290 M761 BOPVA/N0457F290 M761 AGOBA W459 AGPOP DCT ISGOT ISGOT1D,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1082.917327733544
KUL,SBW,KIMAT1C KIMAT Y344 VPK M761 KETOD/M075F290 M761 BOPVA/N0461F310 M761 AGOBA W459 AGPOP DCT ISGOT ISGOT1D,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1082.917327733544
KUL,SBW,KIMAT1C KIMAT Y344 VPK M761 KETOD/M074F290 M761 BOPVA/N0460F310 M761 AGOBA W459 AGPOP DCT ISGOT ISGOT1D,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1082.917327733544
KUL,SBW,KIMAT1D KIMAT Y344 VPK M761 KETOD/M077F330 M761 BOPVA/N0463F330 M761 AGOBA W459 AGPOP DCT ISGOT ISGOT1D,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1082.917327733544
KUL,SBW,KIMAT1D KIMAT Y344 VPK M761 KETOD/M077F330 M761 BOPVA/N0460F330 M761 AGOBA W459 AGPOP DCT ISGOT ISGOT1D,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1082.917327733544
KUL,SDK,KIMAT1B KIMAT Y344 VPK M758 IDSEL/M076F330 M758 UPVUN/N0453F330 M758 GULGU/M075F330 M758 OLKIT/N0449F330 M758 VJN/N0439F310 A341 AKMAR AKMAR1F,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1048.7221398334086
KUL,SDK,KIMAT1D KIMAT Y344 VPK M758 IDSEL/M076F330 M758 UPVUN/N0453F330 M758 GULGU/M075F330 M758 OLKIT/N0450F330 M758 VJN/N0440F310 A341 AKMAR AKMAR1F,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1048.7221398334086
KUL,SDK,KIMAT1D KIMAT Y344 VPK M758 IDSEL/M075F330 M758 UPVUN/N0452F330 M758 GULGU/M075F330 M758 OLKIT/N0450F330 M758 VJN/N0440F310 A341 AKMAR AKMAR1F,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1048.7221398334086
KUL,SDK,KIMAT1D KIMAT Y344 VPK M758 IDSEL/M076F330 M758 UPVUN/N0453F330 M758 GULGU/M075F330 M758 OLKIT/N0448F330 M758 VJN/N0439F310 A341 AKMAR AKMAR1F,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1048.7221398334086
KUL,SDK,KIMAT1D KIMAT Y344 VPK M758 IDSEL/M076F330 M758 UPVUN/N0453F330 M758 GULGU/M075F330 M758 OLKIT/N0450F330 M758 VJN A341 AKMAR AKMAR1F,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1048.7221398334086
KUL,SDK,KIMAT1D KIMAT Y344 VPK M758 IDSEL/M075F330 M758 UPVUN/N0449F330 M758 GULGU/M075F330 M758 OLKIT/N0449F330 M758 VJN/N0416F310 A341 AKMAR AKMAR1F,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1048.7221398334086
KUL,SDK,KIMAT1B KIMAT Y344 VPK M758 IDSEL/M076F330 M758 UPVUN/N0453F330 M758 GULGU/M075F330 M758 OLKIT/N0450F330 M758 VJN/N0440F310 A341 AKMAR AKMAR1F,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1048.7221398334086
KUL,SDK,KIMAT1D KIMAT Y344 VPK M758 IDSEL/M076F330 M758 UPVUN/N0452F330 M758 GULGU/M075F330 M758 OLKIT/N0450F330 M758 VJN/N0439F310 A341 AKMAR AKMAR1F,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1048.7221398334086
KUL,SDK,KIMAT1D KIMAT Y344 VPK M758 IDSEL/M075F330 M758 UPVUN/N0450F330 M758 GULGU/M075F330 M758 OLKIT/N0447F330 M758 VJN/N0435F310 A341 AKMAR AKMAR1F,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1048.7221398334086
KUL,SDK,KIMAT1D KIMAT Y344 VPK M758 IDSEL/M072F290 M758 UPVUN/N0438F290 M758 GULGU/M071F290 M758 OLKIT/N0433F290 M758 VJN A341 AKMAR AKMAR1F,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1048.7221398334086
KUL,SDK,KIMAT1D KIMAT Y344 VPK M758 IDSEL/M075F330 M758 UPVUN/N0449F330 M758 GULGU/M075F330 M758 OLKIT/N0442F330 M758 VJN/N0414F310 A341 AKMAR AKMAR1F,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1048.7221398334086
KUL,SDK,KIMAT1D KIMAT Y344 VPK M758 IDSEL/M075F330 M758 UPVUN/N0449F330 M758 GULGU/M075F330 M758 OLKIT/N0448F330 M758 VJN/N0417F310 A341 AKMAR AKMAR1F,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1048.7221398334086
KUL,SDK,KIMAT1D KIMAT Y344 VPK M758 IDSEL/M075F330 M758 UPVUN/N0452F330 M758 GULGU/M075F330 M758 OLKIT/N0450F330 M758 VJN/N0418F310 A341 AKMAR AKMAR1F,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1048.7221398334086
KUL,SDK,KIMAT1B KIMAT Y344 VPK M758 IDSEL/M076F330 M758 UPVUN/N0452F330 M758 GULGU/M075F330 M758 OLKIT/N0450F330 M758 VJN/N0439F310 A341 AKMAR AKMAR1F,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1048.7221398334086
KUL,SDK,KIMAT1B KIMAT Y344 VPK M758 IDSEL/M076F330 M758 UPVUN/N0452F330 M758 GULGU/M076F330 M758 OLKIT/N0450F330 M758 VJN/N0439F310 A341 AKMAR AKMAR1F,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1048.7221398334086
KUL,SDK,KIMAT1D KIMAT Y344 VPK M758 IDSEL/M076F330 M758 UPVUN/N0453F330 M758 GULGU/M075F330 M758 OLKIT/N0451F330 M758 VJN/N0440F310 A341 AKMAR AKMAR1F,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1048.7221398334086
KUL,SDK,KIMAT1D KIMAT Y344 VPK M758 IDSEL/M073F330 M758 UPVUN/N0435F330 M758 GULGU/M072F330 M758 OLKIT/N0430F330 M758 VJN/N0413F310 A341 AKMAR AKMAR1F,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1048.7221398334086
KUL,SDK,KIMAT1D KIMAT Y344 VPK M758 IDSEL/M075F330 M758 UPVUN/N0452F330 M758 GULGU/M075F330 M758 OLKIT/N0448F330 M758 VJN A341 AKMAR AKMAR1F,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1048.7221398334086
KUL,SDK,KIMAT1D KIMAT Y344 VPK M758 IDSEL/M075F330 M758 UPVUN/N0451F330 M758 GULGU/M075F330 M758 OLKIT/N0448F330 M758 VJN/N0439F310 A341 AKMAR AKMAR1F,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1048.7221398334086
KUL,SDK,KIMAT1D KIMAT Y344 VPK M758 IDSEL/M075F330 M758 UPVUN/N0449F330 M758 GULGU/M075F330 M758 OLKIT/N0447F330 M758 VJN/N0434F310 A341 AKMAR AKMAR1F,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1048.7221398334086
KUL,SDK,KIMAT1D KIMAT Y344 VPK M758 IDSEL/M075F330 M758 UPVUN/N0452F330 M758 GULGU/M075F330 M758 OLKIT/N0449F330 M759 BRU W461 ANKOB ANKOB1F,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1048.7221398334086
KUL,SDK,KIMAT1B KIMAT Y344 VPK/M078F330 M758 UPVUN/N0466F330 M758 TERIX/M078F330 M758 VJN A341 VSN DCT,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1048.7221398334086
KUL,SDK,KIMAT1D KIMAT Y344 VPK/M078F330 M758 UPVUN/N0466F330 M758 TERIX/M078F330 M758 VJN A341 VSN DCT,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1048.7221398334086
KUL,SDK,KIMAT1B KIMAT Y344 VPK/M078F330 M758 UPVUN/N0467F330 M758 TERIX/M078F330 M758 VJN A341 VSN DCT,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1048.7221398334086
KUL,SDK,KIMAT1B KIMAT Y344 VPK/M078F330 M758 UPVUN/N0466F330 M758 TERIX/M077F330 M758 VJN A341 VSN DCT,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1048.7221398334086
KUL,SDK,KIMAT1B KIMAT Y344 VPK/M078F330 M758 UPVUN/N0465F330 M758 TERIX/M077F330 M758 VJN A341 VSN DCT,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1048.7221398334086
KUL,SDK,KIMAT1B KIMAT Y344 VPK/M077F330 M758 UPVUN/N0462F330 M758 TERIX/M077F330 M758 VJN A341 VSN DCT,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1048.7221398334086
KUL,SGN,PIBOS1B PIBOS R208 IKUKO/M077F350 R208 IGARI/M078F370 M765 BITOD/N0454F370 L637 BITIS BITI2H,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1577.4367416230589
KUL,SGN,PIBOS1D PIBOS R208 VKR/N0451F370 R208 IKUKO/M077F370 R208 IGARI M765 BITOD/N0451F370 L637 BITIS BITI2H,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1577.4367416230589
KUL,SGN,PIBOS1B PIBOS R208 IKUKO/M076F350 R208 IGARI/M077F370 M765 BITOD/N0452F370 L637 BITIS BITI2H,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1577.4367416230589
KUL,SGN,PIBOS1B PIBOS R208 IKUKO/M077F370 R208 IGARI M765 BITOD/N0449F370 L637 BITIS BITI2H,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1577.4367416230589
KUL,SGN,PIBOS1D PIBOS R208 VKR/N0450F370 R208 IKUKO/M077F370 R208 IGARI M765 BITOD/N0450F370 L637 BITIS BITI2H,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1577.4367416230589
KUL,SGN,PIBOS1D PIBOS R208 IKUKO/M077F370 R208 IGARI M765 BITOD/N0450F370 L637 BITIS BITI2H,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1577.4367416230589
KUL,SGN,PIBOS1D PIBOS R208 IKUKO/M077F370 R208 IGARI M765 BITOD/N0449F370 L637 BITIS BITI2H,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1577.4367416230589
KUL,SGN,PIBOS1D PIBOS R208 IKUKO/M076F350 R208 IGARI/M077F370 M765 BITOD/N0450F370 L637 BITIS BITI2H,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1577.4367416230589
KUL,SGN,PIBOS1D PIBOS R208 IGARI/M077F370 M765 BITOD/N0451F370 L637 BITIS BITI2H,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1577.4367416230589
KUL,SGN,PIBOS3C PIBOS R208 GUNBO/N0453F370 R208 IKUKO/M077F370 R208 IGARI M765 BITOD/N0453F370 L637 BITIS BITI2H,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1577.4367416230589
KUL,SGN,PIBOS1F PIBOS R208 GUNBO/N0452F370 R208 IKUKO/M077F370 R208 IGARI M765 BITOD/N0452F370 L637 BITIS BITI2H,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1577.4367416230589
KUL,SGN,PIBOS3C PIBOS R208 IKUKO/M069F290 R208 IGARI M765 BITOD/N0433F310 L637 BITIS BITI2H,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1577.4367416230589
KUL,SGN,PIBOS3C PIBOS R208 IKUKO/M069F290 R208 IGARI M765 BITOD/N0445F330 L637 BITIS BITI2H,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1577.4367416230589
KUL,SGN,PIBOS3C PIBOS R208 GUNBO/N0450F370 R208 IKUKO/M077F370 R208 IGARI M765 BITOD/N0451F370 L637 BITIS BITI2H,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1577.4367416230589
KUL,SGN,PIBOS1F PIBOS R208 VKR/N0451F370 R208 IKUKO/M077F370 R208 IGARI M765 BITOD/N0452F370 L637 BITIS BITI2H,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1577.4367416230589
KUL,SGN,PIBOS1F PIBOS R208 IKUKO/M067F270 R208 IGARI M765 BITOD/N0416F270 L637 BITIS BITI2H,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1577.4367416230589
KUL,SGN,PIBOS1F PIBOS R208 VKR/N0450F370 R208 IKUKO/M077F370 R208 IGARI M765 BITOD/N0450F370 L637 BITIS BITI2H,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1577.4367416230589
KUL,SGN,PIBOS1F PIBOS R208 IKUKO/M077F370 R208 IGARI M765 BITOD/N0450F370 L637 BITIS BITI2H,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1577.4367416230589
KUL,SGN,PIBOS1F PIBOS R208 VKR/N0450F370 R208 IKUKO/M077F370 R208 IGARI M765 BITOD/N0451F370 L637 BITIS BITI2H,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1577.4367416230589
KUL,SGN,PIBOS1F PIBOS R208 IKUKO/M076F350 R208 IGARI/M077F370 M765 BITOD/N0450F370 L637 BITIS BITI2H,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1577.4367416230589
KUL,SGN,PIBOS3C PIBOS R208 GUPAR/N0451F370 R208 IKUKO/M077F370 R208 IGARI M765 BITOD/N0452F370 L637 BITIS BITI2H,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1577.4367416230589
KUL,SGN,PIBOS1F PIBOS R208 IKUKO/M077F370 R208 IGARI M765 BITOD/N0453F370 L637 BITIS BITI2H,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1577.4367416230589
KUL,SGN,PIBOS3C PIBOS R208 IKUKO/M066F270 R208 IGARI M765 BITOD/N0411F270 L637 BITIS BITI2H,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1577.4367416230589
KUL,SGN,PIBOS3C PIBOS R208 IKUKO/M077F370 R208 IGARI M765 BITOD/N0449F370 L637 BITIS BITI2H,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1577.4367416230589
KUL,SGN,PIBOS1F PIBOS R208 IKUKO/M076F350 R208 IGARI/M077F370 M765 BITOD/N0449F370 L637 BITIS BITI2H,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1577.4367416230589
KUL,SGN,PIBOS1F PIBOS R208 IKUKO/M076F350 R208 IGARI/M077F370 M765 BITOD/N0451F370 L637 BITIS BITI2H,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1577.4367416230589
KUL,SGN,PIBOS1F PIBOS R208 VKR/N0449F370 R208 IKUKO/M077F370 R208 IGARI M765 BITOD/N0450F370 L637 BITIS BITI2H,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1577.4367416230589
KUL,SGN,PIBOS1F PIBOS R208 IKUKO/M077F370 R208 IGARI M765 BITOD/N0448F370 L637 BITIS BITI2H,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1577.4367416230589
KUL,SGN,PIBOS3C PIBOS R208 GUPAR/N0452F370 R208 IKUKO/M077F370 R208 IGARI M765 BITOD/N0452F370 L637 BITIS BITI2H,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1577.4367416230589
KUL,SGN,PIBOS1F PIBOS R208 GUNBO/N0453F370 R208 IKUKO/M077F370 R208 IGARI M765 BITOD/N0452F370 L637 BITIS BITI2H,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1577.4367416230589
KUL,SGN,PIBOS3C PIBOS R208 IKUKO/M077F370 R208 IGARI M765 BITOD/N0451F370 L637 BITIS BITI2H,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1577.4367416230589
KUL,SGN,PIBOS3C PIBOS R208 IKUKO/M076F350 R208 IGARI/M077F370 M765 BITOD/N0450F370 L637 BITIS BITI2H,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1577.4367416230589
KUL,SGN,PIBOS3C PIBOS R208 IKUKO/M076F350 R208 IGARI/M077F370 M765 BITOD/N0451F370 L637 BITIS BITI2H,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1577.4367416230589
KUL,SGN,PIBOS1F PIBOS R208 IKUKO/M077F370 R208 IGARI M765 BITOD/N0451F370 L637 BITIS BITI2H,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1577.4367416230589
KUL,SGN,PIBOS1F PIBOS R208 IKUKO/M076F370 R208 IGARI M765 BITOD/N0448F370 L637 BITIS BITI2H,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1577.4367416230589
KUL,SGN,PIBOS1F PIBOS R208 IKUKO/M075F370 R208 IGARI M765 BITOD/N0437F370 L637 BITIS BITI2H,POVOT M774 KEONG W44 ELBAM BLI W33 GOMAT NR W43 KPG,1577.4367416230589
